3
2.0 BAR 1.5 0.5 ||| 0.5 ||| 0.545431653891
2.0 BAR 1.5 0.5 ||| <UNK> ||| 9.090512414e-07
2.0 BAR 1.5 0.5 ||| 1.0 ||| 0.363621405611
2.0 BAR 1.5 0.5 ||| 1.5 ||| 0.0909060331913
1.0 1.0 BAR 3.0 BAR ||| 1.0 ||| 0.466663100029
1.0 1.0 BAR 3.0 BAR ||| 2.0 ||| 0.233331633347
1.0 1.0 BAR 3.0 BAR ||| 0.5 ||| 0.166665500009
1.0 1.0 BAR 3.0 BAR ||| 3.0 ||| 0.133332433341
1.0 1.0 BAR 3.0 BAR ||| <UNK> ||| 1.66665333344e-07
1.0 1.0 BAR 0.5 ||| 0.5 ||| 0.975517027781
1.0 1.0 BAR 0.5 ||| <UNK> ||| 1.88323746901e-08
1.0 1.0 BAR 0.5 ||| 1.0 ||| 0.0112994436465
1.0 1.0 BAR 0.5 ||| 0.25 ||| 0.0131826811155
0.5 0.5 BAR 3.0 ||| 0.5 ||| 0.088234342574
0.5 0.5 BAR 3.0 ||| <UNK> ||| 2.94113494868e-07
0.5 0.5 BAR 3.0 ||| 1.0 ||| 0.676461332311
0.5 0.5 BAR 3.0 ||| END ||| 0.235291090008
0.5 1.0 BAR 0.5 ||| 0.25 ||| 0.0629919666445
0.5 1.0 BAR 0.5 ||| 0.5 ||| 0.913382453358
0.5 1.0 BAR 0.5 ||| 1.0 ||| 0.0236220367041
0.5 1.0 BAR 0.5 ||| <UNK> ||| 7.87398598808e-08
BAR 0.5 0.5 BAR ||| 1.0 ||| 0.63792592751
BAR 0.5 0.5 BAR ||| <UNK> ||| 1.72412366242e-07
BAR 0.5 0.5 BAR ||| 0.5 ||| 0.327583668273
BAR 0.5 0.5 BAR ||| 1.5 ||| 0.0344826456609
1.0 BAR 2.0 2.0 BAR ||| 1.0 ||| 0.499991785855
1.0 BAR 2.0 2.0 BAR ||| 4.0 ||| 0.107141377576
1.0 BAR 2.0 2.0 BAR ||| 0.5 ||| 0.178568724536
1.0 BAR 2.0 2.0 BAR ||| 3.0 ||| 0.0357140306166
1.0 BAR 2.0 2.0 BAR ||| 2.0 ||| 0.178568724536
1.0 BAR 2.0 2.0 BAR ||| <UNK> ||| 3.57136734799e-07
1.0 BAR 3.0 BAR 3.0 BAR ||| 2.0 ||| 0.124993750375
1.0 BAR 3.0 BAR 3.0 BAR ||| 0.5 ||| 0.124993750375
1.0 BAR 3.0 BAR 3.0 BAR ||| 3.0 ||| 0.749956252625
1.0 BAR 3.0 BAR 3.0 BAR ||| <UNK> ||| 1.2499250045e-06
BAR 1.0 1.0 1.0 ||| 1.0 ||| 0.750954659696
BAR 1.0 1.0 1.0 ||| <UNK> ||| 7.63941660281e-09
BAR 1.0 1.0 1.0 ||| 0.5 ||| 0.203972430934
BAR 1.0 1.0 1.0 ||| END ||| 0.045072565596
BAR 2.0 1.0 BAR 3.0 BAR ||| 1.0 ||| 0.583310834233
BAR 2.0 1.0 BAR 3.0 BAR ||| 2.0 ||| 0.2499908337
BAR 2.0 1.0 BAR 3.0 BAR ||| 0.5 ||| 0.0833308334333
BAR 2.0 1.0 BAR 3.0 BAR ||| 3.0 ||| 0.0833308334333
BAR 2.0 1.0 BAR 3.0 BAR ||| <UNK> ||| 8.33300001333e-07
BAR 4.0 BAR 1.0 1.0 ||| 1.5 ||| 0.153841242785
BAR 4.0 BAR 1.0 1.0 ||| 1.0 ||| 0.615362663532
BAR 4.0 BAR 1.0 1.0 ||| 0.5 ||| 0.230761479576
BAR 4.0 BAR 1.0 1.0 ||| <UNK> ||| 7.69202367913e-07
BAR 1.0 1.0 2.0 BAR ||| 1.5 ||| 0.0100502772657
BAR 1.0 1.0 2.0 BAR ||| 1.0 ||| 0.542712309036
BAR 1.0 1.0 2.0 BAR ||| 4.0 ||| 0.0502511853238
BAR 1.0 1.0 2.0 BAR ||| 0.5 ||| 0.29648174718
BAR 1.0 1.0 2.0 BAR ||| 3.0 ||| 0.0251256177875
BAR 1.0 1.0 2.0 BAR ||| 2.0 ||| 0.0753767528601
BAR 1.0 1.0 2.0 BAR ||| <UNK> ||| 5.02511350726e-08
1.0 BAR 3.0 1.0 BAR ||| 1.0 ||| 0.786882231939
1.0 BAR 3.0 1.0 BAR ||| <UNK> ||| 8.19668906221e-08
1.0 BAR 3.0 1.0 BAR ||| 0.5 ||| 0.204917308522
1.0 BAR 3.0 1.0 BAR ||| 1.5 ||| 0.0081967710291
0.5 BAR 2.0 1.0 ||| 0.5 ||| 0.180850246722
0.5 BAR 2.0 1.0 ||| <UNK> ||| 1.06382435494e-07
0.5 BAR 2.0 1.0 ||| 1.0 ||| 0.702124180642
0.5 BAR 2.0 1.0 ||| END ||| 0.117020785426
0.5 1.0 BAR 4.0 BAR ||| 1.0 ||| 0.555527038558
0.5 1.0 BAR 4.0 BAR ||| 2.0 ||| 0.111106296553
0.5 1.0 BAR 4.0 BAR ||| 0.5 ||| 0.333316667556
0.5 1.0 BAR 4.0 BAR ||| <UNK> ||| 1.11105185501e-06
2.0 BAR 2.0 2.0 BAR ||| 0.5 ||| 0.111108703768
2.0 BAR 2.0 2.0 BAR ||| 2.0 ||| 0.333325000222
2.0 BAR 2.0 2.0 BAR ||| 1.0 ||| 0.222216851995
2.0 BAR 2.0 2.0 BAR ||| 4.0 ||| 0.333325000222
2.0 BAR 2.0 2.0 BAR ||| <UNK> ||| 5.55540741136e-07
0.5 0.5 0.5 ||| 1.5 ||| 0.00441826505126
0.5 0.5 0.5 ||| 1.0 ||| 0.210603795622
0.5 0.5 0.5 ||| 0.25 ||| 0.00405007660382
0.5 0.5 0.5 ||| 0.5 ||| 0.754786320951
0.5 0.5 0.5 ||| 2.0 ||| 0.0261413834507
0.5 0.5 0.5 ||| <UNK> ||| 3.68188447448e-09
1.0 0.5 0.5 BAR ||| 1.5 ||| 0.0209339773779
1.0 0.5 0.5 BAR ||| 1.0 ||| 0.505635696127
1.0 0.5 0.5 BAR ||| 4.0 ||| 0.0048309302434
1.0 0.5 0.5 BAR ||| 0.5 ||| 0.40418649918
1.0 0.5 0.5 BAR ||| 3.0 ||| 0.0048309302434
1.0 0.5 0.5 BAR ||| 2.0 ||| 0.0595812905008
1.0 0.5 0.5 BAR ||| <UNK> ||| 1.61030471345e-08
BAR 4.0 BAR 0.5 0.5 ||| 1.0 ||| 0.466652400457
BAR 4.0 BAR 0.5 0.5 ||| 2.0 ||| 0.0666652000469
BAR 4.0 BAR 0.5 0.5 ||| 0.5 ||| 0.466652400457
BAR 4.0 BAR 0.5 0.5 ||| <UNK> ||| 6.66645334016e-07
0.5 BAR 2.0 1.0 BAR ||| 0.5 ||| 0.4999808341
0.5 BAR 2.0 1.0 BAR ||| <UNK> ||| 8.33300001333e-07
0.5 BAR 2.0 1.0 BAR ||| 1.0 ||| 0.416650833967
0.5 BAR 2.0 1.0 BAR ||| 1.5 ||| 0.0833308334333
0.5 1.5 0.5 BAR ||| <UNK> ||| 2.85710367401e-07
0.5 1.5 0.5 BAR ||| 0.5 ||| 0.485707910292
0.5 1.5 0.5 BAR ||| 2.0 ||| 0.0857133959306
0.5 1.5 0.5 BAR ||| 1.0 ||| 0.342852726591
0.5 1.5 0.5 BAR ||| 1.5 ||| 0.0857133959306
1.0 2.0 BAR 4.0 BAR ||| 2.0 ||| 0.199982801651
1.0 2.0 BAR 4.0 BAR ||| 1.0 ||| 0.199982801651
1.0 2.0 BAR 4.0 BAR ||| 4.0 ||| 0.399963603494
1.0 2.0 BAR 4.0 BAR ||| 3.0 ||| 0.199982801651
1.0 2.0 BAR 4.0 BAR ||| <UNK> ||| 1.99980801843e-06
0.5 2.0 BAR 1.0 ||| 0.5 ||| 0.282048067101
0.5 2.0 BAR 1.0 ||| 2.0 ||| 0.0256409664702
0.5 2.0 BAR 1.0 ||| 1.0 ||| 0.69229942811
0.5 2.0 BAR 1.0 ||| <UNK> ||| 2.56407100631e-07
2.0 BAR 1.0 1.0 ||| <UNK> ||| 6.6666453334e-08
2.0 BAR 1.0 1.0 ||| 0.5 ||| 0.213332717335
2.0 BAR 1.0 1.0 ||| 2.0 ||| 0.0399999386669
2.0 BAR 1.0 1.0 ||| 1.0 ||| 0.739997698674
2.0 BAR 1.0 1.0 ||| 1.5 ||| 0.00666671199985
BAR 1.0 1.0 0.5 ||| 0.5 ||| 0.975860488231
BAR 1.0 1.0 0.5 ||| <UNK> ||| 3.44827015459e-08
BAR 1.0 1.0 0.5 ||| 1.0 ||| 0.0103448449465
BAR 1.0 1.0 0.5 ||| 0.25 ||| 0.0137931151011
BAR 0.5 0.5 BAR 1.0 ||| 0.5 ||| 0.378373740016
BAR 0.5 0.5 BAR 1.0 ||| 2.0 ||| 0.0270269466774
BAR 0.5 0.5 BAR 1.0 ||| 1.0 ||| 0.594587151302
BAR 0.5 0.5 BAR 1.0 ||| <UNK> ||| 2.70266764107e-07
1.0 1.0 BAR 3.0 ||| 1.0 ||| 0.566472474527
1.0 1.0 BAR 3.0 ||| <UNK> ||| 5.7803307829e-08
1.0 1.0 BAR 3.0 ||| 0.5 ||| 0.127167335027
1.0 1.0 BAR 3.0 ||| END ||| 0.306357589297
1.0 1.0 BAR 1.0 ||| 1.0 ||| 0.784590906758
1.0 1.0 BAR 1.0 ||| 2.0 ||| 0.0110062930165
1.0 1.0 BAR 1.0 ||| 0.5 ||| 0.204402446452
1.0 1.0 BAR 1.0 ||| <UNK> ||| 7.86163225347e-09
1.0 BAR 0.5 0.5 ||| <UNK> ||| 1.42450045048e-08
1.0 BAR 0.5 0.5 ||| 0.5 ||| 0.517093677771
1.0 BAR 0.5 0.5 ||| 2.0 ||| 0.00142451469549
1.0 BAR 0.5 0.5 ||| 1.0 ||| 0.480056666058
1.0 BAR 0.5 0.5 ||| 1.5 ||| 0.00142451469549
BAR 1.0 BAR 1.0 1.0 ||| 0.5 ||| 0.234233311424
