G3:1.0 C3:0.5 ||| D4:0.5 E4:0.5 F4:0.5 ||| 0.5
G3:1.0 C3:0.5 ||| G4:1.0 F4:0.5 ||| 0.0222222222222
G4:1.0 F#4:0.5 ||| D5:1.5 ||| 0.037037037037
G4:1.0 F#4:0.5 ||| G5:0.5 A5:1.0 ||| 0.285714285714
G4:1.0 F#4:0.5 ||| B5:0.5 A5:1.0 ||| 0.2
G4:1.0 F#4:0.5 ||| A5:1.5 ||| 0.25
C4:1.0 G4:0.5 ||| F5:0.5 E5:0.5 D5:0.5 ||| 0.125
C4:1.0 G4:0.5 ||| D5:1.0 E5:0.5 ||| 0.0119047619048
C4:1.0 G4:0.5 ||| E5:1.0 D5:0.5 ||| 0.0428571428571
C4:1.0 G4:0.5 ||| G5:1.0 D5:0.5 ||| 0.25
C4:1.0 G4:0.5 ||| C5:1.0 D5:0.5 ||| 0.0212765957447
C4:1.0 G4:0.5 ||| C5:1.0 E5:0.5 ||| 0.222222222222
E3:1.0 E3:1.0 ||| E4:1.0 C4:1.0 ||| 0.466666666667
E3:1.0 E3:1.0 ||| G4:1.0 G4:1.0 ||| 0.015625
E3:1.0 E3:1.0 ||| C4:1.0 G4:1.0 ||| 0.190476190476
E3:1.0 E3:1.0 ||| E4:1.0 G4:1.0 ||| 0.0833333333333
E3:1.0 E3:1.0 ||| C4:1.0 C4:1.0 ||| 0.846153846154
A3:1.0 E4:0.5 ||| D5:0.5 C5:0.5 B4:0.5 ||| 0.166666666667
G#3:0.5 F#3:0.5 ||| E4:1.0 ||| 0.0188679245283
F3:2.0 R:1.0 ||| A4:2.0 R:1.0 ||| 0.363636363636
D4:0.25 C4:1.0 ||| A4:1.25 ||| 0.25
A3:0.5 G3:1.5 ||| D5:1.0 C5:1.0 ||| 0.00757575757576
A3:0.5 G3:1.5 ||| F4:0.5 E4:1.0 D4:0.5 ||| 0.333333333333
B3:0.5 C4:1.5 ||| F5:0.5 E5:1.0 D5:0.5 ||| 0.222222222222
D4:1.0 C4:2.0 ||| B4:1.0 C5:2.0 ||| 0.0526315789474
D4:1.0 C4:2.0 ||| B4:1.0 A4:2.0 ||| 0.0714285714286
D4:1.0 C4:2.0 ||| E5:1.0 E5:2.0 ||| 0.5
D4:1.0 C4:2.0 ||| F5:1.0 E5:2.0 ||| 0.285714285714
D4:1.0 C4:2.0 ||| G5:1.0 E5:2.0 ||| 0.333333333333
G4:1.0 A4:0.5 ||| D5:0.5 E5:0.5 F5:0.5 ||| 0.142857142857
G4:1.0 A4:0.5 ||| E5:1.0 E5:0.5 ||| 0.0952380952381
G4:1.0 A4:0.5 ||| E5:1.0 F5:0.5 ||| 0.340909090909
G4:1.0 A4:0.5 ||| A5:0.5 G5:1.0 ||| 0.0666666666667
G4:1.0 A4:0.5 ||| E5:1.0 D5:0.5 ||| 0.128571428571
G4:1.0 A4:0.5 ||| G5:1.0 F5:0.5 ||| 0.157894736842
G4:1.0 A4:0.5 ||| E5:0.5 D5:0.5 C5:0.5 ||| 0.0909090909091
G4:1.0 A4:0.5 ||| C5:1.0 D5:0.5 ||| 0.0425531914894
A4:0.5 D4:1.0 ||| F5:0.5 E5:1.0 ||| 0.0185185185185
A4:0.5 D4:1.0 ||| F5:1.0 E5:0.5 ||| 0.0277777777778
A4:0.5 D4:1.0 ||| F5:0.5 G5:1.0 ||| 0.037037037037
D3:1.0 E-3:1.0 ||| G4:1.0 A-4:1.0 ||| 0.0833333333333
D3:1.0 E-3:1.0 ||| B3:1.0 C4:1.0 ||| 0.25
A3:0.5 G3,G3:0.5 ||| G4:0.5 C5:0.5 ||| 0.125
G3:1.5 B3:0.5 ||| G4:1.5 F4:0.5 ||| 0.333333333333
B-3:0.5 A3:1.0 ||| A4:0.5 G4:1.0 ||| 0.027027027027
B-3:0.5 A3:1.0 ||| C5:0.5 C5:1.0 ||| 0.0540540540541
B-3:0.5 A3:1.0 ||| G4:0.5 A4:1.0 ||| 0.05
B-3:0.5 A3:1.0 ||| G4:0.5 A4:0.5 G4:0.5 ||| 0.4
B-3:0.5 A3:1.0 ||| G4:0.5 F4:1.0 ||| 0.136363636364
B-3:0.5 A3:1.0 ||| C5:1.5 ||| 0.0952380952381
B-3:0.5 A3:1.0 ||| E5:0.5 C5:1.0 ||| 0.230769230769
E4:3.0 D4:1.0 ||| C5:3.0 G4:1.0 ||| 0.333333333333
B3:0.75 C4:0.25 ||| B4:1.0 ||| 0.0288461538462
G3:0.5 C4:0.5 ||| G4:1.0 ||| 0.00990099009901
G3:0.5 C4:0.5 ||| E5:0.5 F5:0.5 ||| 0.016393442623
G3:0.5 C4:0.5 ||| B4:1.0 ||| 0.00961538461538
G3:0.5 C4:0.5 ||| B-4:1.0 ||| 0.0645161290323
G3:0.5 C4:0.5 ||| G4:0.5 G4:0.5 ||| 0.04
