3
BAR 1.0 BAR 2.0 1.0 BAR ||| 1.5 ||| 0.0833308334333
BAR 1.0 BAR 2.0 1.0 BAR ||| 2.0 ||| 0.7499708345
BAR 1.0 BAR 2.0 1.0 BAR ||| 1.0 ||| 0.166660833567
BAR 1.0 BAR 2.0 1.0 BAR ||| <UNK> ||| 8.33300001333e-07
1.5 1.5 1.5 BAR ||| 1.5 ||| 0.285696123694
1.5 1.5 1.5 BAR ||| <UNK> ||| 1.4284734761e-06
1.5 1.5 1.5 BAR ||| 1.0 ||| 0.142848776084
1.5 1.5 1.5 BAR ||| 3.0 ||| 0.142848776084
1.5 1.5 1.5 BAR ||| 6.0 ||| 0.428543471305
1.0 1.0 BAR 3.0 BAR ||| 0.5 ||| 0.0952363945967
1.0 1.0 BAR 3.0 BAR ||| 2.0 ||| 0.476180068265
1.0 1.0 BAR 3.0 BAR ||| 1.0 ||| 0.333326190639
1.0 1.0 BAR 3.0 BAR ||| 3.0 ||| 0.0952363945967
1.0 1.0 BAR 3.0 BAR ||| <UNK> ||| 4.76179592086e-07
2.0 BAR 3.0 1.0 BAR ||| 1.0 ||| 0.769203137115
2.0 BAR 3.0 1.0 BAR ||| 2.0 ||| 0.153841242785
2.0 BAR 3.0 1.0 BAR ||| 0.5 ||| 0.0769210059936
2.0 BAR 3.0 1.0 BAR ||| <UNK> ||| 7.69202367913e-07
0.5 2.0 BAR 2.0 ||| 1.0 ||| 0.92306026658
0.5 2.0 BAR 2.0 ||| 2.0 ||| 0.0384612130238
0.5 2.0 BAR 2.0 ||| END ||| 0.0384612130238
0.5 2.0 BAR 2.0 ||| <UNK> ||| 3.84608284155e-07
1.0 1.0 BAR 0.5 ||| 0.25 ||| 0.0505049785738
1.0 1.0 BAR 0.5 ||| 0.5 ||| 0.944442205393
1.0 1.0 BAR 0.5 ||| 1.0 ||| 0.00505054331181
1.0 1.0 BAR 0.5 ||| <UNK> ||| 5.05049280689e-08
1.0 1.0 BAR 1.0 ||| 1.0 ||| 0.895227998076
1.0 1.0 BAR 1.0 ||| 0.25 ||| 0.000518677256761
1.0 1.0 BAR 1.0 ||| 0.5 ||| 0.0975103543543
1.0 1.0 BAR 1.0 ||| 0.75 ||| 0.00155602139684
1.0 1.0 BAR 1.0 ||| 2.0 ||| 0.00518672588712
1.0 1.0 BAR 1.0 ||| <UNK> ||| 5.1867207004e-09
1.0 BAR 2.0 2.0 BAR ||| 1.0 ||| 0.703699657088
1.0 BAR 2.0 2.0 BAR ||| 4.0 ||| 0.0617281527221
1.0 BAR 2.0 2.0 BAR ||| 0.5 ||| 0.135801787841
1.0 BAR 2.0 2.0 BAR ||| 3.0 ||| 0.0370369410157
1.0 BAR 2.0 2.0 BAR ||| 2.0 ||| 0.0617281527221
1.0 BAR 2.0 2.0 BAR ||| <UNK> ||| 1.23456058532e-07
1.0 BAR 3.0 BAR 3.0 BAR ||| 2.0 ||| 0.333308335333
1.0 BAR 3.0 BAR 3.0 BAR ||| 1.0 ||| 0.333308335333
1.0 BAR 3.0 BAR 3.0 BAR ||| 3.0 ||| 0.333308335333
1.0 BAR 3.0 BAR 3.0 BAR ||| <UNK> ||| 1.666533344e-06
0.25 1.5 0.5 BAR ||| 2.0 ||| 0.399963603494
0.25 1.5 0.5 BAR ||| 1.0 ||| 0.399963603494
0.25 1.5 0.5 BAR ||| 3.0 ||| 0.199982801651
0.25 1.5 0.5 BAR ||| <UNK> ||| 1.99980801843e-06
BAR 3.0 BAR 0.5 0.5 ||| 1.5 ||| 0.399963603494
BAR 3.0 BAR 0.5 0.5 ||| 0.5 ||| 0.399963603494
BAR 3.0 BAR 0.5 0.5 ||| 1.0 ||| 0.199982801651
BAR 3.0 BAR 0.5 0.5 ||| <UNK> ||| 1.99980801843e-06
BAR 2.0 1.0 BAR 3.0 BAR ||| 1.0 ||| 0.29166395836
