A2:1.0 D#2:1.0 ||| E4:1.0 F#4:1.0 ||| 0.153846153846
G3:1.0 C3:0.5 ||| G5:1.0 F5:0.5 ||| 0.0212765957447
G3:1.0 C3:0.5 ||| D5:1.0 E5:0.5 ||| 0.0909090909091
G3:1.0 C3:0.5 ||| B4:1.0 C5:0.5 ||| 0.0357142857143
G3:1.0 C3:0.5 ||| D4:1.0 E4:0.5 ||| 0.0666666666667
G3:1.0 C3:0.5 ||| B4:1.0 A4:0.5 ||| 0.2
G3:1.0 C3:0.5 ||| G5:0.5 F5:0.5 E5:0.5 ||| 0.0625
G3:1.0 C3:0.5 ||| G4:1.0 G4:0.5 ||| 0.047619047619
G3:1.0 C3:0.5 ||| C5:1.0 D5:0.5 ||| 0.0294117647059
F2:1.0 F2:2.0 ||| A4:1.0 G4:2.0 ||| 0.025
E3:1.0 E3:1.0 ||| B4:1.0 B4:1.0 ||| 0.0434782608696
E3:1.0 E3:1.0 ||| G4:1.0 G4:1.0 ||| 0.0103092783505
E3:1.0 E3:1.0 ||| G4:1.0 B4:1.0 ||| 0.333333333333
E3:1.0 E3:1.0 ||| G4:1.0 A4:1.0 ||| 0.0140845070423
E3:1.0 E3:1.0 ||| G4:1.0 C5:1.0 ||| 0.0135135135135
E3:1.0 E3:1.0 ||| G5:1.0 G5:1.0 ||| 0.02
C3:0.5 B2:1.0 ||| E4:0.5 F4:1.0 ||| 0.0666666666667
C3:0.5 B2:1.0 ||| E5:0.5 F5:1.0 ||| 0.027027027027
C3:0.5 B2:1.0 ||| D4:1.5 ||| 0.125
C3:0.5 B2:1.0 ||| F5:0.5 G5:1.0 ||| 0.0588235294118
C3:0.5 B2:1.0 ||| F4:0.5 G4:1.0 ||| 0.0625
C3:0.5 B2:1.0 ||| A4:0.5 B4:1.0 ||| 0.0571428571429
A3:1.0 E4:0.5 ||| E5:0.5 F#5:0.5 G5:0.5 ||| 0.166666666667
A3:1.0 E4:0.5 ||| F5:1.0 G5:0.5 ||| 0.181818181818
A3:1.0 E4:0.5 ||| C5:1.0 B4:0.5 ||| 0.0322580645161
B2:1.0 B-2:1.0 ||| D4:1.0 E4:1.0 ||| 0.0833333333333
F3:2.0 R:1.0 ||| A4:2.0 R:1.0 ||| 0.583333333333
F3:2.0 R:1.0 ||| C5:2.0 R:1.0 ||| 0.0714285714286
C3:0.5 F3:1.0 ||| E5:0.5 D5:1.0 ||| 0.0119047619048
C3:0.5 F3:1.0 ||| G4:0.5 A4:1.0 ||| 0.206896551724
C3:0.5 F3:1.0 ||| C5:1.5 ||| 0.111111111111
C3:0.5 F3:1.0 ||| G4:1.0 A4:0.5 ||| 0.0217391304348
C3:0.5 F3:1.0 ||| C5:0.5 B4:0.5 A4:0.5 ||| 0.0769230769231
C#3:0.5 D#3:0.5 ||| B4:1.0 ||| 0.00689655172414
C#3:0.5 D#3:0.5 ||| A4:1.0 ||| 0.00869565217391
G3:3.0 G#3:1.0 ||| D5:3.0 E5:1.0 ||| 0.545454545455
D3:0.5 C3:2.0 ||| E5:0.5 C5:2.0 ||| 0.333333333333
D3:0.5 C3:2.0 ||| B4:0.5 C5:2.0 ||| 0.25
D4:0.5 B3:1.0 ||| A5:0.5 G5:1.0 ||| 0.166666666667
C3:2.0 D3:1.0 ||| E5:2.0 D5:1.0 ||| 0.25
E3:0.5 D#3:1.0 ||| C5:1.0 C5:0.5 ||| 0.016393442623
B2:0.5 E3:2.0 ||| A4:0.5 G4:2.0 ||| 0.2
F#3:0.5 G3:1.0 ||| E4:0.5 D4:1.0 ||| 0.0208333333333
F#3:0.5 G3:1.0 ||| E5:0.5 D5:1.0 ||| 0.0238095238095
F#3:0.5 G3:1.0 ||| A4:0.5 G4:1.0 ||| 0.0689655172414
F#3:0.5 G3:1.0 ||| D5:1.0 E5:0.5 ||| 0.0181818181818
F#3:0.5 G3:1.0 ||| C5:0.5 B4:0.5 A4:0.5 ||| 0.230769230769
F#3:0.5 G3:1.0 ||| D5:1.5 ||| 0.0588235294118
F#3:0.5 G3:1.0 ||| C5:0.5 B4:1.0 ||| 0.448275862069
F#3:0.5 G3:1.0 ||| C5:0.5 C5:1.0 ||| 0.0181818181818
G3:0.5 C4:0.5 ||| F5:0.5 E5:0.5 ||| 0.037037037037
G3:0.5 C4:0.5 ||| D5:0.5 E5:0.5 ||| 0.0379746835443
G3:0.5 C4:0.5 ||| B4:0.5 A4:0.5 ||| 0.0188679245283
E4:2.0 R:1.0 ||| B4:2.0 R:1.0 ||| 0.125
D3:1.0 E3:1.0 ||| D5:1.0 C5:1.0 ||| 0.0314465408805
D3:1.0 E3:1.0 ||| F5:2.0 ||| 0.0212765957447
D3:1.0 E3:1.0 ||| A4:1.0 G#4:1.0 ||| 0.25
D3:1.0 E3:1.0 ||| G5:1.0 F5:1.0 ||| 0.044776119403
D3:1.0 E3:1.0 ||| D5:1.0 B4:1.0 ||| 0.1
D3:1.0 E3:1.0 ||| E5:1.0 F5:1.0 ||| 0.0246913580247
D3:1.0 E3:1.0 ||| B4:1.0 C5:1.0 ||| 0.0481927710843
D3:1.0 E3:1.0 ||| F5:1.0 E5:0.5 D5:0.5 ||| 0.230769230769
D3:1.0 E3:1.0 ||| A4:1.0 G4:1.0 ||| 0.058064516129
D3:1.0 E3:1.0 ||| F4:1.0 G4:1.0 ||| 0.310344827586
D3:1.0 E3:1.0 ||| F5:1.0 G5:1.0 ||| 0.216216216216
D3:1.0 E3:1.0 ||| G5:1.0 C5:1.0 ||| 0.2
