G3:1.0 C3:0.5 ||| B3:1.0 A3:0.5 ||| 0.285714285714
G3:1.0 C3:0.5 ||| B3:1.0 C4:0.5 ||| 0.0526315789474
G3:1.0 C3:0.5 ||| C4:1.0 C4:0.5 ||| 0.0144927536232
B4:0.5 E4:0.5 ||| F#4:0.5 G4:0.5 ||| 0.166666666667
B4:0.5 E4:0.5 ||| B4:0.5 C5:0.5 ||| 0.0344827586207
A#3:0.5 G#3:0.5 ||| D4:1.0 ||| 0.0149253731343
E3:1.0 E3:1.0 ||| B3:1.0 A3:1.0 ||| 0.625
E3:1.0 E3:1.0 ||| B3:1.0 B3:1.0 ||| 0.16
E3:1.0 E3:1.0 ||| C4:1.0 C4:0.5 B3:0.5 ||| 0.157894736842
E3:1.0 E3:1.0 ||| G3:1.0 G3:1.0 ||| 0.388888888889
E3:1.0 E3:1.0 ||| C4:1.0 C4:1.0 ||| 0.0454545454545
E3:1.0 E3:1.0 ||| G3:1.0 C4:1.0 ||| 0.315789473684
A3:1.0 E4:0.5 ||| A4:1.5 ||| 0.1
G3:3.0 E4:1.0 ||| F4:1.0 E4:3.0 ||| 0.142857142857
G#3:0.5 F#3:0.5 ||| B3:0.5 A3:0.5 ||| 0.2
F3:2.0 R:1.0 ||| C4:2.0 R:1.0 ||| 0.4
G4:1.0 F#4:0.5 ||| E5:1.0 D5:0.5 ||| 0.25
G4:1.0 F#4:0.5 ||| B4:0.5 A4:1.0 ||| 0.0588235294118
G4:1.0 F#4:0.5 ||| B4:0.5 C5:1.0 ||| 0.0625
G4:0.25 A4:0.5 ||| C5:0.25 C5:0.5 ||| 0.285714285714
D4:1.0 C4:2.0 ||| B4:1.0 G4:2.0 ||| 0.2
D4:1.0 C4:2.0 ||| G4:1.0 G4:2.0 ||| 0.0714285714286
D4:1.0 C4:2.0 ||| G#4:1.0 A4:2.0 ||| 0.428571428571
D4:1.0 C4:2.0 ||| E4:1.0 E4:2.0 ||| 0.111111111111
G4:1.0 A4:0.5 ||| C#5:1.0 D5:0.5 ||| 0.571428571429
