G4:1.0 F#4:0.5 ||| C5:0.5 A4:1.0 ||| 0.142857142857
G4:1.0 F#4:0.5 ||| C5:1.0 C5:0.5 ||| 0.0208333333333
G4:1.0 F#4:0.5 ||| C5:1.0 B4:0.5 ||| 0.030303030303
G4:1.0 F#4:0.5 ||| D5:1.0 D5:0.5 ||| 0.1
G4:1.0 F#4:0.5 ||| E5:1.0 D5:0.5 ||| 0.0181818181818
G4:1.0 F#4:0.5 ||| C5:1.5 ||| 0.214285714286
G4:1.0 F#4:0.5 ||| G4:0.5 A4:1.0 ||| 0.0384615384615
G4:1.0 F#4:0.5 ||| B4:1.0 C5:0.5 ||| 0.0322580645161
G4:1.0 F#4:0.5 ||| C5:0.5 C5:1.0 ||| 0.0869565217391
G4:1.0 F#4:0.5 ||| B4:0.5 A4:1.0 ||| 0.25
B4:3.0 B4:1.0 ||| D5:3.0 E5:1.0 ||| 0.272727272727
B4:3.0 B4:1.0 ||| G5:3.0 G5:1.0 ||| 0.166666666667
A4:1.0 B-4:0.5 ||| D5:1.0 E5:0.5 ||| 0.0172413793103
D4:0.25 E-4:1.0 ||| C5:0.25 C5:1.0 ||| 0.125
D#4:0.5 D4:0.5 ||| A#4:1.0 ||| 0.285714285714
D#4:0.5 D4:0.5 ||| G#4:1.0 ||| 0.25
D#4:0.5 D4:0.5 ||| G4:1.0 ||| 0.017316017316
C5:0.5 G4:0.5 ||| E5:1.0 ||| 0.0132450331126
C5:0.5 G4:0.5 ||| F5:1.0 ||| 0.0157480314961
C5:0.5 G4:0.5 ||| C5:0.5 B4:0.5 ||| 0.0217391304348
A4:0.5 G#4:0.25 ||| E5:0.75 ||| 0.0666666666667
G4:1.0 A4:0.5 ||| C5:1.0 C5:0.5 ||| 0.125
G4:1.0 A4:0.5 ||| D5:0.5 E5:0.5 F5:0.5 ||| 0.0833333333333
G4:1.0 A4:0.5 ||| E5:1.0 E5:0.5 ||| 0.0526315789474
G4:1.0 A4:0.5 ||| E5:1.0 F5:0.5 ||| 0.0952380952381
G4:1.0 A4:0.5 ||| G5:1.5 ||| 0.111111111111
G4:1.0 A4:0.5 ||| F5:0.5 E5:0.5 D5:0.5 ||| 0.0909090909091
G4:1.0 A4:0.5 ||| E5:0.5 D5:0.5 C5:0.5 ||| 0.2
G4:1.0 A4:0.5 ||| B4:1.0 C5:0.5 ||| 0.0645161290323
G4:1.0 A4:0.5 ||| E5:1.0 D5:0.5 ||| 0.0181818181818
G4:1.0 A4:0.5 ||| D5:1.0 C5:0.5 ||| 0.0227272727273
G4:1.0 A4:0.5 ||| F5:0.5 E5:1.0 ||| 0.0188679245283
