G4:1.0 F#4:0.5 ||| A3:1.5 ||| 0.2
G4:1.0 F#4:0.5 ||| B3:0.5 C4:0.5 D4:0.5 ||| 0.166666666667
G4:1.0 F#4:0.5 ||| C3:1.5 ||| 0.125
G4:1.0 F#4:0.5 ||| A2:1.5 ||| 0.5
G4:1.0 F#4:0.5 ||| C3:0.5 D3:1.0 ||| 0.111111111111
G4:1.0 F#4:0.5 ||| A2:1.0 G2:0.5 ||| 0.2
G4:1.0 F#4:0.5 ||| B2:0.5 C3:0.5 D3:0.5 ||| 0.272727272727
G4:1.0 F#4:0.5 ||| G3:1.0 A3:0.5 ||| 0.05
G4:1.0 F#4:0.5 ||| G3:0.5 D3:1.0 ||| 0.538461538462
G4:1.0 F#4:0.5 ||| E3:0.5 C3:0.5 D3:0.5 ||| 0.333333333333
G4:1.0 F#4:0.5 ||| A2:0.5 D3:1.0 ||| 0.166666666667
G4:1.0 F#4:0.5 ||| A2:0.5 B2:0.5 C3:0.5 ||| 0.0526315789474
C#5:0.25 B4:0.25 ||| E3:0.5 ||| 0.03125
D5:1.0 G4:0.5 ||| D3:1.0 E3:0.5 ||| 0.0666666666667
D#4:0.5 D4:0.5 ||| D#3:1.0 ||| 0.428571428571
D#4:0.5 D4:0.5 ||| G2:1.0 ||| 0.0333333333333
C5:0.5 G4:0.5 ||| E4:0.5 C4:0.5 ||| 0.111111111111
C5:0.5 G4:0.5 ||| C3:1.0 ||| 0.0147058823529
C5:0.5 G4:0.5 ||| A3:0.5 B3:0.5 ||| 0.046511627907
D4:1.0 C4:2.0 ||| G2:1.0 C3:2.0 ||| 0.0588235294118
A4:0.5 G#4:0.25 ||| E3:0.75 ||| 0.0588235294118
G4:1.0 A4:0.5 ||| E3:1.0 D3:0.5 ||| 0.41935483871
G4:1.0 A4:0.5 ||| F3:0.5 E3:0.5 D3:0.5 ||| 0.0731707317073
G4:1.0 A4:0.5 ||| A3:0.5 B3:0.5 C4:0.5 ||| 0.04
G4:1.0 A4:0.5 ||| C3:1.0 F3:0.5 ||| 0.0666666666667
G4:1.0 A4:0.5 ||| C4:1.5 ||| 0.5
G4:1.0 A4:0.5 ||| C4:1.0 F3:0.5 ||| 0.25
G4:1.0 A4:0.5 ||| B3:0.5 G3:0.5 C4:0.5 ||| 0.25
G4:1.0 A4:0.5 ||| A3:0.5 G3:0.5 F#3:0.5 ||| 0.142857142857
G4:1.0 A4:0.5 ||| C4:0.5 B3:0.5 A3:0.5 ||| 0.307692307692
G4:1.0 A4:0.5 ||| E3:1.0 F3:0.5 ||| 0.137931034483
G4:1.0 A4:0.5 ||| C4:1.0 C4:0.5 ||| 0.285714285714
G4:1.0 A4:0.5 ||| B3:0.5 C4:1.0 ||| 0.0434782608696
G4:1.0 A4:0.5 ||| C3:0.5 B2:0.5 A2:0.5 ||| 0.0526315789474
F4:1.0 E-4:1.0 ||| C3:1.0 A2:1.0 ||| 0.0909090909091
G3:0.5 G3:0.5 ||| B2:0.5 C3:0.5 ||| 0.075
F#3:0.5 G3:1.0 ||| A2:0.5 B2:0.5 G2:0.5 ||| 0.142857142857
E#4:0.5 D#4:0.5 ||| G2:1.0 ||| 0.0333333333333
C#4:0.5 D4:1.0 ||| A2:0.5 B2:1.0 ||| 0.230769230769
C#4:0.5 D4:1.0 ||| G3:0.5 F#3:0.5 E3:0.5 ||| 0.111111111111
C#4:0.5 D4:1.0 ||| E3:0.5 F3:0.5 D3:0.5 ||| 0.2
C#4:0.5 D4:1.0 ||| E3:0.5 D3:0.5 C3:0.5 ||| 0.047619047619
D5:0.5 D5:1.0 ||| D4:0.5 G3:1.0 ||| 0.2
D5:0.5 D5:1.0 ||| C4:0.5 B3:1.0 ||| 0.25
G3:0.5 C4:0.5 ||| C3:1.0 ||| 0.00735294117647
G3:0.5 C4:0.5 ||| F2:0.5 E2:0.5 ||| 0.4
G3:0.5 C4:0.5 ||| B2:0.5 A2:0.5 ||| 0.0526315789474
G3:0.5 C4:0.5 ||| C3:0.5 E3:0.5 ||| 0.25
A4:1.0 D5:1.0 ||| D3:1.0 B2:1.0 ||| 0.25
A4:1.0 D5:1.0 ||| C4:1.0 B3:1.0 ||| 0.0212765957447
R:1.0 D4:1.0 ||| R:1.0 B2:1.0 ||| 0.5
E5:0.5 F5:0.5 ||| A3:1.0 ||| 0.021978021978
E5:0.5 F5:0.5 ||| B3:0.5 A3:0.5 ||| 0.0606060606061
C4:1.5 G3:0.5 ||| C3:1.5 B2:0.5 ||| 0.111111111111
F#4:0.5 G#4:1.0 ||| D3:0.5 E3:1.0 ||| 0.0454545454545
F#4:0.5 G#4:1.0 ||| E3:1.5 ||| 0.125
F#4:0.5 G#4:1.0 ||| G3:0.5 A3:1.0 ||| 0.0833333333333
G3:1.0 G4:1.0 ||| C3:1.0 C4:0.5 B3:0.5 ||| 0.142857142857
B3:0.5 E4:1.0 ||| E3:0.5 C3:1.0 ||| 0.2
D4:0.5 C4:0.5 ||| C4:0.5 A3:0.5 ||| 0.0909090909091
D4:0.5 C4:0.5 ||| G3:1.0 ||| 0.0254777070064
D4:0.5 C4:0.5 ||| G3:0.5 A3:0.5 ||| 0.04
D4:0.5 C4:0.5 ||| E3:0.5 F#3:0.5 ||| 0.04
D4:0.5 C4:0.5 ||| G2:1.0 ||| 0.0666666666667
D4:0.5 C4:0.5 ||| F2:0.5 G2:0.5 ||| 0.125
D4:0.5 C4:0.5 ||| F3:1.0 ||| 0.00900900900901
D4:0.5 C4:0.5 ||| C3:0.5 D3:0.5 ||| 0.0322580645161
D4:0.5 C4:0.5 ||| B3:0.5 C4:0.5 ||| 0.0333333333333
D4:0.5 C4:0.5 ||| C3:1.0 ||| 0.0808823529412
D4:0.5 C4:0.5 ||| G3:0.5 F3:0.5 ||| 0.0204081632653
D4:0.5 C4:0.5 ||| E3:0.5 F3:0.5 ||| 0.0933333333333
D4:0.5 C4:0.5 ||| G2:0.5 A2:0.5 ||| 0.166666666667
D4:0.5 C4:0.5 ||| B2:0.5 A2:0.5 ||| 0.526315789474
D4:0.5 C4:0.5 ||| F3:0.5 C3:0.5 ||| 0.25
D4:0.5 C4:0.5 ||| C3:0.5 A2:0.5 ||| 0.142857142857
D4:0.5 C4:0.5 ||| D3:1.0 ||| 0.126582278481
D4:0.5 C4:0.5 ||| E3:1.0 ||| 0.0392156862745
