G3:1.0 C3:0.5 ||| B4:1.0 G4:0.5 ||| 0.333333333333
G3:1.0 C3:0.5 ||| G4:1.0 B4:0.5 ||| 0.333333333333
G3:1.0 C3:0.5 ||| B4:1.0 C5:0.5 ||| 0.0909090909091
G3:1.0 C3:0.5 ||| D4:1.0 E4:0.5 ||| 0.142857142857
G3:1.0 C3:0.5 ||| G4:1.0 G4:0.5 ||| 0.0454545454545
G3:1.0 C3:0.5 ||| C5:1.5 ||| 0.0666666666667
F2:1.0 F2:2.0 ||| C4:1.0 B3:2.0 ||| 0.25
E3:1.0 E3:1.0 ||| G4:1.0 E4:1.0 ||| 0.0357142857143
E3:1.0 E3:1.0 ||| E4:1.0 E4:1.0 ||| 0.0181818181818
E3:1.0 E3:1.0 ||| B3:1.0 C4:1.0 ||| 0.030303030303
E3:1.0 E3:1.0 ||| C4:1.0 C4:1.0 ||| 0.01
E3:1.0 E3:1.0 ||| G4:1.0 C5:1.0 ||| 0.025641025641
E3:1.0 E3:1.0 ||| E4:1.0 G4:1.0 ||| 0.0588235294118
C3:0.5 B2:1.0 ||| C4:0.5 D4:1.0 ||| 0.0555555555556
C3:0.5 B2:1.0 ||| A4:0.5 G4:1.0 ||| 0.0588235294118
C3:0.5 B2:1.0 ||| F#4:0.5 G4:1.0 ||| 0.166666666667
C3:0.5 B2:1.0 ||| D4:0.5 D4:1.0 ||| 0.037037037037
C3:0.5 B2:1.0 ||| A3:0.5 G3:1.0 ||| 0.5
A3:1.0 E4:0.5 ||| A4:1.0 G4:0.5 ||| 0.0384615384615
A3:1.0 E4:0.5 ||| C5:1.0 B4:0.5 ||| 0.0454545454545
F3:2.0 R:1.0 ||| C4:2.0 R:1.0 ||| 0.444444444444
F3:2.0 R:1.0 ||| C5:2.0 R:1.0 ||| 0.111111111111
C#3:0.5 D#3:0.5 ||| B3:1.0 ||| 0.0147058823529
C#3:0.5 D#3:0.5 ||| E4:1.0 ||| 0.00546448087432
G3:3.0 G#3:1.0 ||| G4:3.0 B4:1.0 ||| 0.5
D3:0.25 E3:0.25 ||| C4:0.5 ||| 0.333333333333
D3:0.25 E3:0.25 ||| G4:0.5 ||| 0.333333333333
D4:0.5 B3:1.0 ||| D5:0.5 D5:1.0 ||| 0.25
B2:0.5 A2:2.0 ||| D4:0.5 C4:2.0 ||| 0.166666666667
G3:0.5 G3:0.5 ||| G4:0.5 G4:0.5 ||| 0.00840336134454
F#3:0.5 G3:1.0 ||| G4:0.5 G4:0.5 F#4:0.5 ||| 0.125
F#3:0.5 G3:1.0 ||| A4:1.0 G4:0.5 ||| 0.0384615384615
F#3:0.5 G3:1.0 ||| E4:0.5 D4:1.0 ||| 0.125
F#3:0.5 G3:1.0 ||| C5:1.0 B4:0.5 ||| 0.0454545454545
F#3:0.5 G3:1.0 ||| A4:0.5 G4:1.0 ||| 0.0294117647059
F#3:0.5 G3:1.0 ||| A4:0.5 B-4:1.0 ||| 0.166666666667
F#3:0.5 G3:1.0 ||| D4:0.5 D4:1.0 ||| 0.111111111111
F#3:0.5 G3:1.0 ||| A4:0.5 A4:0.5 G4:0.5 ||| 0.5
F#3:0.5 G3:1.0 ||| E4:0.5 D4:0.5 E4:0.5 ||| 0.25
F#3:0.5 G3:1.0 ||| A3:0.5 B3:1.0 ||| 0.166666666667
G3:0.5 C4:0.5 ||| B4:0.5 G4:0.5 ||| 0.4
G3:0.5 C4:0.5 ||| B4:0.5 C5:0.5 ||| 0.0588235294118
G3:0.5 C4:0.5 ||| G4:1.0 ||| 0.00266666666667
G3:0.5 C4:0.5 ||| G4:0.5 G4:0.5 ||| 0.0168067226891
G3:0.5 C4:0.5 ||| D5:0.5 D5:0.5 ||| 0.0588235294118
C3:2.0 G2:0.5 ||| G4:2.0 G4:0.5 ||| 0.166666666667
C3:2.0 G2:0.5 ||| E4:2.0 G4:0.5 ||| 0.2
D3:1.0 E3:1.0 ||| A4:1.0 G4:1.0 ||| 0.0151515151515
D3:1.0 E3:1.0 ||| D4:1.0 C4:1.0 ||| 0.0350877192982
D3:1.0 E3:1.0 ||| A4:0.5 B4:0.5 C5:1.0 ||| 0.0384615384615
D3:1.0 E3:1.0 ||| F#4:1.0 G4:1.0 ||| 0.181818181818
D3:1.0 E3:1.0 ||| B3:1.0 C4:0.5 D4:0.5 ||| 0.166666666667
D3:1.0 E3:1.0 ||| F#4:1.0 E4:1.0 ||| 0.25
D3:1.0 E3:1.0 ||| B3:1.0 C4:1.0 ||| 0.151515151515
D3:1.0 E3:1.0 ||| D5:1.0 C#5:1.0 ||| 0.125
D3:1.0 E3:1.0 ||| A3:0.5 B3:0.5 C4:1.0 ||| 0.3
D3:1.0 E3:1.0 ||| B4:1.0 G4:1.0 ||| 0.0322580645161
D3:1.0 E3:1.0 ||| C5:0.5 B4:0.5 A4:0.5 B4:0.5 ||| 0.166666666667
D3:1.0 E3:1.0 ||| F4:1.0 E4:1.0 ||| 0.0714285714286
D3:1.0 E3:1.0 ||| D5:0.5 C5:0.5 B4:1.0 ||| 0.142857142857
D3:1.0 E3:1.0 ||| A4:1.0 E4:1.0 ||| 0.1
