G3:1.0 C3:0.5 ||| E4:1.0 G4:0.5 ||| 0.2
G3:1.0 C3:0.5 ||| C4:0.5 B3:0.5 C4:0.5 ||| 0.166666666667
G3:1.0 C3:0.5 ||| D4:1.0 C4:0.5 ||| 0.0384615384615
G3:1.0 C3:0.5 ||| B3:1.0 C4:0.5 ||| 0.0555555555556
G3:1.0 C3:0.5 ||| D4:1.0 E4:0.5 ||| 0.0833333333333
G3:1.0 C3:0.5 ||| G4:1.0 G4:0.5 ||| 0.0714285714286
E3:1.0 E3:1.0 ||| E4:1.0 E4:1.0 ||| 0.0307692307692
E3:1.0 E3:1.0 ||| G3:1.0 G3:1.0 ||| 0.00819672131148
E3:1.0 E3:1.0 ||| D4:1.0 C4:1.0 ||| 0.0108695652174
E3:1.0 E3:1.0 ||| E4:1.0 C4:1.0 ||| 0.0769230769231
E3:1.0 E3:1.0 ||| C4:0.5 B3:0.5 A3:1.0 ||| 0.0625
E3:1.0 E3:1.0 ||| B3:1.0 E4:0.5 D4:0.5 ||| 0.2
C3:0.5 B2:1.0 ||| E3:0.5 D3:1.0 ||| 0.166666666667
C3:0.5 B2:1.0 ||| E4:0.5 D4:1.0 ||| 0.142857142857
C3:0.5 B2:1.0 ||| A3:0.5 G3:1.0 ||| 0.05
C3:0.5 B2:1.0 ||| D4:0.5 D4:1.0 ||| 0.0645161290323
C3:0.5 B2:1.0 ||| G3:0.5 G3:1.0 ||| 0.0161290322581
A3:1.0 E4:0.5 ||| E4:1.0 E4:0.5 ||| 0.0357142857143
A3:1.0 E4:0.5 ||| C4:1.0 G4:0.5 ||| 0.142857142857
A3:1.0 E4:0.5 ||| C4:0.5 D4:0.5 E4:0.5 ||| 0.1
F3:2.0 R:1.0 ||| C4:2.0 R:1.0 ||| 0.375
G3:2.0 C#3:1.0 ||| G3:2.0 G3:1.0 ||| 0.125
G3:3.0 G#3:1.0 ||| G4:3.0 E4:1.0 ||| 0.25
D3:0.5 C3:2.0 ||| G3:0.5 G3:2.0 ||| 0.181818181818
D4:0.5 B3:1.0 ||| F4:0.5 F4:1.0 ||| 0.0555555555556
B-3:0.5 A3:1.0 ||| D4:0.5 E4:1.0 ||| 0.0526315789474
B-3:0.5 A3:1.0 ||| D4:0.5 C4:1.0 ||| 0.0714285714286
G3:0.5 C4:0.5 ||| D4:0.5 E4:0.5 ||| 0.051724137931
G3:0.5 C4:0.5 ||| G4:0.5 G4:0.5 ||| 0.0526315789474
G3:0.5 C4:0.5 ||| D4:0.5 D4:0.5 ||| 0.0185185185185
G3:0.5 C4:0.5 ||| F4:0.5 E4:0.5 ||| 0.0238095238095
G3:0.5 C4:0.5 ||| B3:0.5 C4:0.5 ||| 0.0131578947368
F2:0.5 E2:1.0 ||| D4:0.5 C4:0.5 B-3:0.5 ||| 0.333333333333
F2:0.5 E2:1.0 ||| G3:0.5 G3:1.0 ||| 0.0161290322581
F2:0.5 E2:1.0 ||| A3:0.5 G3:0.5 F3:0.5 ||| 0.4
D3:1.0 E3:1.0 ||| A3:1.0 E3:1.0 ||| 0.142857142857
D3:1.0 E3:1.0 ||| F4:1.0 F4:0.5 E4:0.5 ||| 0.333333333333
D3:1.0 E3:1.0 ||| A3:1.0 G3:1.0 ||| 0.142857142857
D3:1.0 E3:1.0 ||| A4:1.0 G4:1.0 ||| 0.0740740740741
D3:1.0 E3:1.0 ||| A3:2.0 ||| 0.0666666666667
D3:1.0 E3:1.0 ||| F4:1.0 G4:1.0 ||| 0.0454545454545
D3:1.0 E3:1.0 ||| F3:1.0 G3:1.0 ||| 0.162790697674
D3:1.0 E3:1.0 ||| D4:1.0 C4:1.0 ||| 0.0217391304348
D3:1.0 E3:1.0 ||| D4:1.0 D4:0.5 C4:0.5 ||| 0.142857142857
D3:1.0 E3:1.0 ||| F4:1.0 B3:1.0 ||| 0.166666666667
D3:1.0 E3:1.0 ||| G4:1.0 F4:1.0 ||| 0.0238095238095
D3:1.0 E3:1.0 ||| A3:1.0 G#3:1.0 ||| 0.384615384615
D3:1.0 E3:1.0 ||| D4:1.0 C4:0.5 B3:0.5 ||| 0.1
D3:1.0 E3:1.0 ||| A3:0.5 B3:0.5 C4:1.0 ||| 0.142857142857
D3:1.0 E3:1.0 ||| D4:1.0 G3:1.0 ||| 0.0909090909091
D3:1.0 E3:1.0 ||| F4:1.0 E4:1.0 ||| 0.130434782609
D3:1.0 E3:1.0 ||| E4:1.0 F4:1.0 ||| 0.0714285714286
D3:1.0 E3:1.0 ||| D4:1.0 B3:1.0 ||| 0.0909090909091
D3:1.0 E3:1.0 ||| D4:0.5 C4:0.5 B3:1.0 ||| 0.142857142857
D3:1.0 E3:1.0 ||| C4:1.0 B3:1.0 ||| 0.00854700854701
F3:0.5 A3:0.5 ||| G4:1.0 ||| 0.00409836065574
F3:0.5 A3:0.5 ||| B3:1.0 ||| 0.00952380952381
F3:0.5 A3:0.5 ||| D4:1.0 ||| 0.00467289719626
F3:0.5 A3:0.5 ||| C4:1.0 ||| 0.004914004914
F3:0.5 A3:0.5 ||| A3:0.5 A3:0.5 ||| 0.0243902439024
F3:0.5 A3:0.5 ||| F4:0.5 E4:0.5 ||| 0.0238095238095
E3:2.0 R:1.0 ||| B3:2.0 R:1.0 ||| 0.176470588235
E3:2.0 R:1.0 ||| G4:2.0 R:1.0 ||| 0.0714285714286
E3:2.0 R:1.0 ||| E4:2.0 R:1.0 ||| 0.111111111111
D2:0.5 F2:0.5 ||| A3:1.0 ||| 0.00649350649351
D3:0.5 G3:1.0 ||| F4:0.5 E4:1.0 ||| 0.111111111111
D3:0.5 G3:1.0 ||| A4:0.5 G4:0.5 F4:0.5 ||| 0.285714285714
D3:0.5 G3:1.0 ||| A3:0.5 G3:1.0 ||| 0.05
D3:0.5 G3:1.0 ||| D4:1.5 ||| 0.333333333333
D3:0.5 G3:1.0 ||| D4:0.5 D4:1.0 ||| 0.225806451613
D3:0.5 G3:1.0 ||| D4:0.5 D4:0.5 C4:0.5 ||| 0.111111111111
D3:0.5 G3:1.0 ||| C4:0.5 D4:1.0 ||| 0.0384615384615
D3:0.5 G3:1.0 ||| D4:0.5 B3:1.0 ||| 0.2
D3:0.5 G3:1.0 ||| C4:0.5 B3:1.0 ||| 0.214285714286
C#3:0.5 C3:0.5 ||| E3:0.5 E3:0.5 ||| 0.0714285714286
G3:1.0 G4:1.0 ||| D4:1.0 G4:1.0 ||| 0.0333333333333
C2:1.0 A2:1.0 ||| G3:1.0 A3:1.0 ||| 0.015625
D4:0.5 C4:0.5 ||| A4:0.5 G4:0.5 ||| 0.0294117647059
D4:0.5 C4:0.5 ||| A4:1.0 ||| 0.0754716981132
D4:0.5 C4:0.5 ||| D4:0.5 E4:0.5 ||| 0.0344827586207
D4:0.5 C4:0.5 ||| G4:1.0 ||| 0.0122950819672
D4:0.5 C4:0.5 ||| F#4:0.5 E4:0.5 ||| 0.4
D4:0.5 C4:0.5 ||| E4:0.5 E4:0.5 ||| 0.0344827586207
D4:0.5 C4:0.5 ||| F#4:1.0 ||| 0.142857142857
D4:0.5 C4:0.5 ||| C4:0.5 G3:0.5 ||| 0.08
D4:0.5 C4:0.5 ||| B3:0.5 C4:0.5 ||| 0.0131578947368
D4:0.5 C4:0.5 ||| C4:0.5 D4:0.5 ||| 0.0102040816327
D4:0.5 C4:0.5 ||| G4:0.5 G4:0.5 ||| 0.0175438596491
D4:0.5 C4:0.5 ||| E4:0.5 F#4:0.5 ||| 0.2
D4:0.5 C4:0.5 ||| E4:1.0 ||| 0.0201342281879
D4:0.5 C4:0.5 ||| C4:0.5 C4:0.5 ||| 0.0337078651685
