G3:1.0 C3:0.5 ||| G2:1.0 A2:0.5 ||| 0.142857142857
B4:0.5 E4:0.5 ||| D4:0.5 E4:0.5 ||| 0.181818181818
B4:0.5 E4:0.5 ||| D4:0.5 C4:0.5 ||| 0.0588235294118
A#3:0.5 G#3:0.5 ||| C#3:1.0 ||| 0.1
A#3:0.5 G#3:0.5 ||| A#2:1.0 ||| 0.4
E3:1.0 E3:1.0 ||| C3:1.0 C3:1.0 ||| 0.127659574468
E3:1.0 E3:1.0 ||| C3:0.5 B-2:0.5 A2:0.5 G2:0.5 ||| 0.25
E3:1.0 E3:1.0 ||| C2:1.0 C3:1.0 ||| 0.384615384615
E3:1.0 E3:1.0 ||| C3:0.5 B2:0.5 A2:0.5 G2:0.5 ||| 0.307692307692
E3:1.0 E3:1.0 ||| E2:1.0 A2:1.0 ||| 0.4
E3:1.0 E3:1.0 ||| C3:0.5 B2:0.5 A2:1.0 ||| 0.0434782608696
E3:1.0 E3:1.0 ||| C3:1.0 C3:0.5 B2:0.5 ||| 0.25
E3:1.0 E3:1.0 ||| G#2:1.0 A2:1.0 ||| 0.454545454545
C3:0.5 B2:1.0 ||| D2:0.5 G2:1.0 ||| 0.166666666667
A3:1.0 E4:0.5 ||| F3:0.5 D3:0.5 E3:0.5 ||| 0.333333333333
G#3:0.5 F#3:0.5 ||| E3:1.0 ||| 0.00806451612903
G#4:1.0 E4:1.0 ||| E3:1.0 A3:1.0 ||| 0.05
F3:2.0 R:1.0 ||| F3:2.0 R:1.0 ||| 0.444444444444
G4:1.0 F#4:0.5 ||| C4:1.0 D4:0.5 ||| 0.333333333333
G4:1.0 F#4:0.5 ||| D3:1.5 ||| 0.1
G4:1.0 F#4:0.5 ||| B3:0.5 C4:0.5 D4:0.5 ||| 0.142857142857
A3:0.5 G3:1.5 ||| G3:0.5 F#3:0.5 E3:1.0 ||| 0.333333333333
A3:0.5 G3:1.5 ||| F3:0.5 E3:0.5 D3:0.5 E3:0.5 ||| 0.333333333333
G3:3.0 G#3:1.0 ||| C3:3.0 B2:1.0 ||| 0.333333333333
D4:1.0 C4:2.0 ||| G3:1.0 C3:2.0 ||| 0.0512820512821
D4:1.0 C4:2.0 ||| E3:1.0 A3:2.0 ||| 0.2
D4:1.0 C4:2.0 ||| E3:1.0 F3:2.0 ||| 0.111111111111
G4:1.0 A4:0.5 ||| E3:1.0 D3:0.5 ||| 0.105263157895
G4:1.0 A4:0.5 ||| F3:0.5 E3:0.5 D3:0.5 ||| 0.0967741935484
G4:1.0 A4:0.5 ||| C4:0.5 B3:0.5 A3:0.5 ||| 0.230769230769
G4:1.0 A4:0.5 ||| C3:1.0 F3:0.5 ||| 0.0625
G4:1.0 A4:0.5 ||| C4:1.0 F#3:0.5 ||| 0.333333333333
G4:1.0 A4:0.5 ||| B3:1.0 C4:0.5 ||| 0.0344827586207
G4:1.0 A4:0.5 ||| F3:1.0 E3:0.5 ||| 0.04
G4:1.0 A4:0.5 ||| G3:1.0 D3:0.5 ||| 0.166666666667
G4:1.0 A4:0.5 ||| F3:0.5 E3:0.5 F3:0.5 ||| 0.272727272727
G4:1.0 A4:0.5 ||| E3:1.0 F3:0.5 ||| 0.0909090909091
G4:1.0 A4:0.5 ||| C4:1.0 A3:0.5 ||| 0.2
A4:0.5 D4:1.0 ||| D3:1.0 E3:0.5 ||| 0.0243902439024
A4:0.5 D4:1.0 ||| A3:0.5 B3:1.0 ||| 0.166666666667
A4:0.5 D4:1.0 ||| B3:0.5 C4:1.0 ||| 0.0344827586207
A3:0.5 G3,G3:0.5 ||| F3:0.5 E3:0.5 ||| 0.0227272727273
G3:0.5 G3:0.5 ||| G3:0.5 C3:0.5 ||| 0.25
G3:0.5 G3:0.5 ||| E3:0.5 F3:0.5 ||| 0.016393442623
G3:0.5 G3:0.5 ||| C3:0.5 D3:0.5 ||| 0.0153846153846
G3:0.5 G3:0.5 ||| B2:0.5 C3:0.5 ||| 0.0625
B-3:0.5 A3:1.0 ||| C3:0.5 F3:1.0 ||| 0.266666666667
B-3:0.5 A3:1.0 ||| C4:0.5 F3:1.0 ||| 0.111111111111
B-3:0.5 A3:1.0 ||| C3:0.5 C#3:1.0 ||| 0.4
B-3:0.5 A3:1.0 ||| D3:0.5 C#3:0.5 D3:0.5 ||| 0.25
B-3:0.5 A3:1.0 ||| F3:0.5 C3:1.0 ||| 0.222222222222
B-3:0.5 A3:1.0 ||| E3:0.5 F3:1.0 ||| 0.0869565217391
B-3:0.5 A3:1.0 ||| C#3:0.5 D3:1.0 ||| 0.111111111111
B-3:0.5 A3:1.0 ||| E3:0.5 F3:0.5 G3:0.5 ||| 0.037037037037
G4:0.5 A4:0.25 ||| F3:0.5 E3:0.25 ||| 0.2
G4:0.5 A4:0.25 ||| C4:0.75 ||| 0.166666666667
G4:0.5 A4:0.25 ||| F3:0.75 ||| 0.0833333333333
G3:0.5 C4:0.5 ||| G2:0.5 A-2:0.5 ||| 0.5
G3:0.5 C4:0.5 ||| C3:1.0 ||| 0.0261437908497
G3:0.5 C4:0.5 ||| E3:1.0 ||| 0.0322580645161
G3:0.5 C4:0.5 ||| B2:0.5 A2:0.5 ||| 0.1875
G3:0.5 C4:0.5 ||| B2:0.5 C3:0.5 ||| 0.03125
B3:0.5 A3:2.0 ||| G#3:0.5 A3:2.0 ||| 0.333333333333
D3:1.0 E3:1.0 ||| G2:1.0 E2:1.0 ||| 0.333333333333
D3:1.0 E3:1.0 ||| B2:1.0 C3:1.0 ||| 0.0416666666667
D3:1.0 E3:1.0 ||| G2:1.0 C3:0.5 B2:0.5 ||| 0.1
D3:1.0 E3:1.0 ||| G2:1.0 C3:1.0 ||| 0.030303030303
D3:1.0 E3:1.0 ||| B2:1.0 A2:1.0 ||| 0.0666666666667
D3:1.0 E3:1.0 ||| G2:1.0 C2:1.0 ||| 0.25
D3:1.0 E3:1.0 ||| D3:1.0 G2:1.0 ||| 0.0294117647059
R:1.0 D4:1.0 ||| R:1.0 B2:1.0 ||| 0.333333333333
R:1.0 D4:1.0 ||| R:1.0 G3:1.0 ||| 0.4
R:1.0 D4:1.0 ||| R:1.0 B3:1.0 ||| 0.333333333333
E3:2.0 R:1.0 ||| C3:2.0 R:1.0 ||| 0.117647058824
E3:2.0 R:1.0 ||| A2:2.0 R:1.0 ||| 0.333333333333
G#3:0.5 E#3:0.5 ||| D#3:1.0 ||| 0.125
D3:0.5 G3:1.0 ||| G2:1.5 ||| 0.111111111111
D3:0.5 G3:1.0 ||| D3:0.5 C3:0.5 B2:0.5 ||| 0.105263157895
D3:0.5 G3:1.0 ||| D3:0.5 C3:1.0 ||| 0.117647058824
G3:1.0 G4:1.0 ||| C3:1.0 G3:1.0 ||| 0.0833333333333
G3:1.0 G4:1.0 ||| E3:0.5 F3:0.5 G3:1.0 ||| 0.0263157894737
E-4:0.5 G4:0.5 ||| B-3:1.0 ||| 0.0714285714286
D4:0.5 C4:0.5 ||| F3:0.5 G3:0.5 ||| 0.0263157894737
D4:0.5 C4:0.5 ||| F#3:0.5 G#3:0.5 ||| 0.166666666667
D4:0.5 C4:0.5 ||| B3:0.5 G3:0.5 ||| 0.0833333333333
D4:0.5 C4:0.5 ||| G2:0.5 A2:0.5 ||| 0.047619047619
D4:0.5 C4:0.5 ||| G3:1.0 ||| 0.0276243093923
D4:0.5 C4:0.5 ||| G3:0.5 A3:0.5 ||| 0.0588235294118
D4:0.5 C4:0.5 ||| C4:1.0 ||| 0.0373831775701
D4:0.5 C4:0.5 ||| G2:1.0 ||| 0.00826446280992
D4:0.5 C4:0.5 ||| G3:0.5 F#3:0.5 ||| 0.111111111111
D4:0.5 C4:0.5 ||| F3:1.0 ||| 0.0634920634921
D4:0.5 C4:0.5 ||| C3:0.5 D3:0.5 ||| 0.0307692307692
D4:0.5 C4:0.5 ||| B3:0.5 C4:0.5 ||| 0.0227272727273
D4:0.5 C4:0.5 ||| G2:0.5 C3:0.5 ||| 0.125
D4:0.5 C4:0.5 ||| C3:1.0 ||| 0.0653594771242
D4:0.5 C4:0.5 ||| B3:0.5 A3:0.5 ||| 0.75
D4:0.5 C4:0.5 ||| E3:0.5 A3:0.5 ||| 0.285714285714
D4:0.5 C4:0.5 ||| C4:0.5 C3:0.5 ||| 0.166666666667
D4:0.5 C4:0.5 ||| B2:0.5 A2:0.5 ||| 0.0625
D4:0.5 C4:0.5 ||| C#3:1.0 ||| 0.1
D4:0.5 C4:0.5 ||| F3:0.5 C3:0.5 ||| 0.111111111111
D4:0.5 C4:0.5 ||| D4:0.5 E4:0.5 ||| 0.181818181818
D4:0.5 C4:0.5 ||| C4:0.5 A3:0.5 ||| 0.142857142857
D4:0.5 C4:0.5 ||| D3:1.0 ||| 0.259259259259
D4:0.5 C4:0.5 ||| E3:1.0 ||| 0.0403225806452
D4:0.5 C4:0.5 ||| E3:0.5 F3:0.5 ||| 0.0491803278689
D4:0.5 C4:0.5 ||| B-3:1.0 ||| 0.0714285714286
D4:0.5 C4:0.5 ||| F#3:1.0 ||| 0.15
